Campaign name,Ad set name,Ad name,Amount spent (GBP),Impressions,"CPM (cost per 1,000 impressions)",Link clicks,CPC (cost per link click),CTR (link click-through rate),Purchases,Cost per purchase,Purchases conversion value,Purchase ROAS (return on ad spend),Adds to cart,Reporting starts,Reporting ends
SW | Custom Retargeting | All GEOs,Retargeting US (Engaged Shoppers),Carousel - Monthly Sets,0.46,24,19.16666667,,,,,,,,,2024-01-01,2024-12-31
SW | Custom Retargeting | All GEOs,Retargeting US (Engaged Shoppers),Carousel - Monthly Sets – Discount,0.46,55,8.36363636,,,,,,,,,2024-01-01,2024-12-31
SW | NL - Sales - Black Friday Campaign Campaign,SW | NL - Sales - Black Friday Campaign Ad Set,Static BF,0.44,69,6.37681159,2,0.22,2.89855072,,,,,,2024-01-01,2024-12-31
SW | INT & LAL Sales | USA | ROAS 2,Lingerie INT & LAL,Video - Sofia Voice Over (July) - Flexible,0.23,24,9.58333333,,,,,,,,,2024-01-01,2024-12-31
SW | CBO | COST PER RESULT GOAL | £15 CPRG | £50,PURCH LAL 1-5%,VID - COMMENTS - V5 - 401634265985060 – Copy,0.19,28,6.78571429,1,0.19,3.57142857,,,,,,2024-01-01,2024-12-31
PN | CBO UK | £50,INT STACK: BEAUTY – Copy,VID - COMMENTS - V5 - 401634265985060 – Copy,0.15,2,75,,,,,,,,,2024-01-01,2024-12-31
SW | CBO | COST PER RESULT GOAL | £15 CPRG | £50,ENG LAL 1-3%,VID - COMMENTS - V5 - 401634265985060 – Copy 2,0.07,8,8.75,,,,,,,,,2024-01-01,2024-12-31
SW | Collection Sales | EU | CPR Cap | June 24,INT STACK: BEAUTY,VID - COMMENTS - V5 - 401634265985060 – Copy 2,0.07,63,1.11111111,,,,,,,,,2024-01-01,2024-12-31
PN | TESTING REGIONS | CBO,BROAD | US | DYNAMIC,DYNAMIC,0.03,7,4.28571429,,,,,,,,,2024-01-01,2024-12-31
SW | Collection Sales | UK | CPR Cap 25  | June 24,ENG RTG STACK,CAROUSEL 2 - V2 - 365088956306258 – Copy,0.03,7,4.28571429,,,,,,,,,2024-01-01,2024-12-31
SW | Collection Sales | UK | CPR Cap 25  | June 24,LAL VID VIEWS 1-3%,VID - COMMENTS - V5 - 401634265985060 – Copy 2,0.01,4,2.5,,,,,,,,,2024-01-01,2024-12-31
SW | INT & LAL Sales | USA | ROAS 2,Lingerie INT & LAL,Video - Viv Being Fab,0.01,1,10,,,,,,,,,2024-01-01,2024-12-31
PN | CBO UK | £50,PURCH LAL 5% – Copy,VID - COMMENTS - V5 - 401634265985060 – Copy,,1,,,,,,,,,,2024-01-01,2024-12-31
SW | Collection Sales | UK | CPR Cap 25  | June 24,INT STACK: ALL INTERESTS COMBINED,VID - COMMENTS - V5 - 401634265985060 – Copy 2,,5,,,,,,,,,,2024-01-01,2024-12-31
SW | Collection Sales | UK | CPR Cap 25  | June 24,INT STACK: BEAUTY BRANDS,COLL - TYPING VIDEO - V1 – Copy 2,,1,,,,,,,,,,2024-01-01,2024-12-31
